name, sales ,date
Lisa Klingbeil," 120,957 ",18/3/2020
Marianela Henline," 434,740 ",18/3/2020
Yoshie Kies," 1,115,730 ",18/3/2020
Crissy Windsor," 756,147 ",18/3/2020
Latisha Swink," 12,560 ",18/3/2020
Bobbye Mccraney," 412,834 ",18/3/2020
Linnea Molton," 426,533 ",18/3/2020
Celeste Pricer," 1,399,363 ",18/3/2020
Glayds Brunt," 1,147,383 ",18/3/2020
Tomika Hedberg," 414,893 ",18/3/2020
Kenia Favela," 752,856 ",18/3/2020
Maddie Fleener," 180,354 ",18/3/2020
Olene Reitz," 829,500 ",18/3/2020
Earnest Carson," 343,263 ",18/3/2020
Chastity Brugger," 830,952 ",18/3/2020
Les Mcclellan," 503,032 ",18/3/2020
Brendan Acton," 142,478 ",18/3/2020
Calandra Brickner," 1,118,239 ",18/3/2020
Joelle Feldman," 1,350,981 ",18/3/2020
Harriett Dauenhauer," 993,214 ",18/3/2020
Hugo Nardone," 720,437 ",18/3/2020
Lizzette Baumer," 778,572 ",18/3/2020
Tam Pollman," 137,226 ",18/3/2020
Harriett Dauenhauer," 483,993 ",18/3/2020
Lynetta Lupi," 553,424 ",18/3/2020
Sue Raffa," 796,361 ",18/3/2020
Josiah Motta," 736,610 ",18/3/2020
Cara Witherow," 244,792 ",18/3/2020
Madalyn Unsworth," 58,422 ",18/3/2020
Esmeralda Freeborn," 1,159,793 ",18/3/2020
Aundrea Bakker," 291,501 ",18/3/2020
Dortha Kuntz," 195,754 ",18/3/2020
Lucrecia Sutera," 206,036 ",18/3/2020
Opal Recker," 286,358 ",18/3/2020
Leanne Rowles," 463,310 ",18/3/2020
Dorene Tarry," 781,789 ",19/3/2020
Moshe Filice," 218,438 ",19/3/2020
Sara Dillahunty," 810,282 ",19/3/2020
Sarai Yoo," 13,536 ",19/3/2020
Tyisha Ahumada," 220,759 ",19/3/2020
Carmine Hamburg," 360,432 ",19/3/2020
Brianne Chaparro," 165,886 ",19/3/2020
Keiko Krahn," 866,221 ",19/3/2020
Luise Eccles," 48,788 ",19/3/2020
Elvie Plumber," 450,669 ",19/3/2020
Alayna Eisenbarth," 1,379,856 ",19/3/2020
Erica Packett," 641,468 ",19/3/2020
Marianela Henline," 1,442,771 ",19/3/2020
Leeanna Link," 513,466 ",19/3/2020
Estella Reinert," 1,148,869 ",19/3/2020
Leann Bowen," 502,075 ",19/3/2020
Sharika Schuler," 1,442,056 ",19/3/2020
Berry Right," 1,448,239 ",19/3/2020
Frankie Argento," 266,732 ",19/3/2020
Rossana Hellums," 37,297 ",19/3/2020
Dustin Coyne," 1,129,061 ",19/3/2020
Franklin Ricciardi," 32,575 ",19/3/2020
Melaine Steverson," 1,021,571 ",19/3/2020
Hyacinth Guiney," 302,616 ",19/3/2020
Teresita Prouty," 594,102 ",19/3/2020
Emerita Fralick," 924,545 ",19/3/2020
Samatha Lair," 1,325,244 ",19/3/2020
Jude Bourland," 1,052,618 ",19/3/2020
Ayako Frick," 283,799 ",20/3/2020
Cyrstal Dempsey," 342,764 ",20/3/2020
Adeline Mey," 827,781 ",20/3/2020
Bobbye Mccraney," 503,879 ",20/3/2020
Lady Kron," 394,533 ",20/3/2020
Arlinda Cogdill," 250,957 ",20/3/2020
Jacob Pitcock," 1,401,587 ",20/3/2020
Charisse Orman," 1,038,880 ",20/3/2020
Korey Mickelsen," 773,119 ",20/3/2020
Anamaria Loos," 576,335 ",20/3/2020
Benedict Blumberg," 337,390 ",20/3/2020
Adeline Mey," 187,036 ",20/3/2020
Dortha Kuntz," 601,585 ",20/3/2020
Lyman Mcgarry," 1,159,934 ",20/3/2020
Lashawna Granata," 870,778 ",20/3/2020
Audria Irizarry," 1,447,422 ",20/3/2020
Alisia Hogue," 829,841 ",20/3/2020
Shanta Ramerez," 1,484,995 ",20/3/2020
Veronica Hertzler," 1,034,642 ",20/3/2020
Noemi Mcabee," 379,888 ",20/3/2020
Rocco Prichard," 533,582 ",20/3/2020
Luigi Bevins," 915,550 ",20/3/2020
Dagmar Devens," 116,950 ",20/3/2020
Martha Stiverson," 530,620 ",20/3/2020
Moshe Filice," 850,168 ",20/3/2020
Julienne Riesgo," 571,575 ",20/3/2020
Sydney Baskerville," 167,322 ",20/3/2020
Keitha Singleterry," 342,752 ",21/3/2020
Jeramy Hagwood," 1,095,376 ",21/3/2020
Latina Terry," 1,430,934 ",21/3/2020
Ivonne Yeoman," 980,615 ",21/3/2020
Rosetta Lorenzen," 1,056,861 ",21/3/2020
Yuri Beltran," 1,484,254 ",21/3/2020
Del Najar," 983,044 ",21/3/2020
Tam Pollman," 1,385,909 ",21/3/2020
Lois Meadors," 1,095,353 ",21/3/2020
Dorcas Oakley," 352,496 ",21/3/2020
Ria Lightbody," 753,870 ",21/3/2020
Crista Gump," 1,296,887 ",21/3/2020
Mabelle Lafleur," 786,494 ",21/3/2020
Josefina Schranz," 525,244 ",21/3/2020
Erma Gerken," 116,207 ",21/3/2020
Jerlene Wasson," 578,750 ",21/3/2020
Buford Truss," 592,993 ",21/3/2020
Enda Mascorro," 772,196 ",21/3/2020
Muoi Schendel," 167,806 ",21/3/2020
Julienne Riesgo," 1,450,706 ",21/3/2020
Jeramy Hagwood," 31,188 ",21/3/2020
Sachiko Sommerville," 595,840 ",21/3/2020
Noe Lamotte," 1,322,079 ",21/3/2020
Mirtha Shrout," 1,114,750 ",21/3/2020
Tomeka Matsuda," 1,152,032 ",21/3/2020
Yoshie Kies," 1,393,238 ",21/3/2020
Wynona Palmieri," 1,470,641 ",21/3/2020
Tomika Hedberg," 390,960 ",21/3/2020
Winnifred Strebel," 1,157,323 ",21/3/2020
Denice Bustamante," 357,574 ",22/3/2020
Gerri Charon," 506,779 ",22/3/2020
Jung Alva," 60,156 ",22/3/2020
Birdie Fleischman," 386,755 ",22/3/2020
Karena Paiva," 1,219,680 ",22/3/2020
Lizzette Baumer," 304,671 ",22/3/2020
Dave Dressler," 1,204,075 ",22/3/2020
Phyliss Foxwell," 962,217 ",22/3/2020
Sharell Hooten," 244,579 ",22/3/2020
Lizzie Haggins," 1,172,827 ",22/3/2020
Brendan Acton," 601,991 ",22/3/2020
Shanta Ramerez," 390,099 ",22/3/2020
Margene Walden," 415,535 ",22/3/2020
Ileen Rezentes," 1,251,314 ",22/3/2020
Hugo Nardone," 523,873 ",22/3/2020
Latisha Swink," 1,393,001 ",22/3/2020
Loan Puryear," 58,916 ",22/3/2020
Roxie Broady," 1,411,107 ",22/3/2020
Margene Walden," 271,559 ",22/3/2020
Rosette Hackler," 590,031 ",22/3/2020
Enrique Whitmer," 1,483,416 ",22/3/2020
Layla Brothers," 951,918 ",22/3/2020
Gregorio Carwile," 1,259,204 ",22/3/2020
Kia Ureno," 654,870 ",22/3/2020
Juliann Levi," 738,302 ",22/3/2020
Shira Lemelin," 1,292,470 ",22/3/2020
Renaldo Hiett," 886,514 ",22/3/2020
Vincenzo Cobos," 453,790 ",22/3/2020
Milo Northcutt," 242,673 ",23/3/2020
Joey Guerra," 891,646 ",23/3/2020
Eleanore Schley," 354,627 ",23/3/2020
Dewey Zalewski," 70,794 ",23/3/2020
Tyisha Ahumada," 690,549 ",23/3/2020
Hester Mazzariello," 320,087 ",23/3/2020
Hoyt Saner," 1,425,951 ",23/3/2020
Jeramy Hagwood," 396,734 ",23/3/2020
Ashton Lacombe," 1,232,922 ",23/3/2020
Denisha Ogden," 719,257 ",23/3/2020
Ruthie Poe," 1,314,742 ",23/3/2020
Rochelle Patnode," 57,197 ",23/3/2020
Glynis Kunz," 1,319,449 ",23/3/2020
Shira Lemelin," 1,183,187 ",23/3/2020
Charisse Orman," 487,796 ",23/3/2020
Ernesto Cullison," 345,821 ",23/3/2020
Shanice Carrera," 652,274 ",23/3/2020
Alisia Hogue," 1,263,610 ",23/3/2020
Celestina Dartez," 944,943 ",23/3/2020
Vallie Bakke," 960,991 ",23/3/2020
Lyman Mcgarry," 30,178 ",23/3/2020
Ardis Wille," 943,238 ",23/3/2020
Michell Corrigan," 639,168 ",23/3/2020
Toni Mullen," 832,768 ",23/3/2020
Neal Oland," 603,445 ",23/3/2020
Neda Parise," 576,142 ",23/3/2020
Kia Ureno," 1,343,202 ",23/3/2020
Lucrecia Sutera," 997,593 ",23/3/2020
Rocky Larocque," 215,553 ",24/3/2020
Samella Dively," 1,411,514 ",24/3/2020
Rocco Prichard," 1,479,861 ",24/3/2020
Jerlene Wasson," 1,453,022 ",24/3/2020
Dustin Coyne," 1,416,303 ",24/3/2020
Bryon Smail," 659,961 ",24/3/2020
Brianna Navas," 1,208,763 ",24/3/2020
Wendell Ginsburg," 1,084,718 ",24/3/2020
Adriene Gauldin," 1,177,531 ",24/3/2020
Jeramy Hagwood," 631,157 ",24/3/2020
Odessa Meaney," 1,229,162 ",24/3/2020
Earnest Carson," 636,017 ",24/3/2020
Toni Mullen," 1,171,764 ",24/3/2020
Lakita Hakes," 416,610 ",24/3/2020
Pinkie Bufford," 936,743 ",24/3/2020
Shantelle Mcgrane," 927,155 ",24/3/2020
Aundrea Bakker," 737,042 ",24/3/2020
Latisha Swink," 91,980 ",24/3/2020
Rosette Custer," 1,209,769 ",24/3/2020
Jaqueline Almquist," 638,108 ",24/3/2020
Earnest Carson," 1,187,836 ",24/3/2020
Kami Saliba," 376,252 ",24/3/2020
Liane Hankinson," 368,600 ",24/3/2020
Morgan Caylor," 1,283,118 ",24/3/2020
Buford Truss," 1,245,474 ",24/3/2020
Rick Keffer," 1,179,605 ",24/3/2020
Charmain Puthoff," 252,785 ",24/3/2020
Lynetta Lupi," 201,898 ",24/3/2020
Sharell Hooten," 507,465 ",24/3/2020
Taina Keifer," 1,108,035 ",24/3/2020
Clarice Barrentine," 749,926 ",25/3/2020
Emerita Fralick," 764,180 ",25/3/2020
Danette Dolce," 469,927 ",25/3/2020
Belen Ruggiero," 1,212,497 ",25/3/2020
Erica Packett," 1,052,543 ",25/3/2020
Chastity Immel," 495,330 ",25/3/2020
Young Kensey," 367,789 ",25/3/2020
Noemi Mcabee," 1,083,429 ",25/3/2020
Lillian Mumford," 1,381,446 ",25/3/2020
Muoi Schendel," 242,549 ",25/3/2020
Amy Shockley," 106,881 ",25/3/2020
Vallie Bakke," 752,787 ",25/3/2020
Brunilda Ehrhardt," 233,559 ",25/3/2020
Nestor Lundell," 752,824 ",25/3/2020
Victor Roselli," 1,198,364 ",25/3/2020
Sue Raffa," 137,638 ",25/3/2020
Glynis Kunz," 848,670 ",25/3/2020
Kenia Favela," 329,825 ",25/3/2020
Ashton Lacombe," 902,642 ",25/3/2020
Noemi Mcabee," 661,009 ",25/3/2020
Ozie Simerly," 1,243,611 ",25/3/2020
Charmain Puthoff," 1,327,163 ",25/3/2020
Dale Dysart," 767,723 ",25/3/2020
Antony Fett," 245,502 ",25/3/2020
Roger Schisler," 270,762 ",25/3/2020
Lucrecia Sutera," 889,070 ",25/3/2020
Felicitas Pine," 273,521 ",25/3/2020
Miyoko Pilot," 486,575 ",25/3/2020
Izola Adams," 1,130,100 ",26/3/2020
Keitha Singleterry," 577,101 ",26/3/2020
Clayton Chapel," 1,232,122 ",26/3/2020
Krishna Shimp," 963,206 ",26/3/2020
Mee Riggleman," 994,753 ",26/3/2020
Brendan Acton," 235,385 ",26/3/2020
Lupita Brittan," 771,962 ",26/3/2020
Emerita Fralick," 1,187,838 ",26/3/2020
Kacy Warren," 366,268 ",26/3/2020
Nanci Walburn," 70,414 ",26/3/2020
Leticia Michelsen," 1,205,425 ",26/3/2020
Danyel Ervin," 734,891 ",26/3/2020
Belva Antos," 267,573 ",26/3/2020
Del Najar," 532,987 ",26/3/2020
Buster Keppler," 873,504 ",26/3/2020
Zenaida Israel," 736,808 ",26/3/2020
Lorna Kliebert," 1,460,550 ",26/3/2020
Glayds Brunt," 1,136,553 ",26/3/2020
Bambi Wynne," 1,315,765 ",26/3/2020
Jung Irion," 468,094 ",26/3/2020
Lela Anding," 447,380 ",26/3/2020
Rosette Hackler," 399,672 ",26/3/2020
Ria Lightbody," 443,108 ",26/3/2020
Loan Puryear," 64,415 ",26/3/2020
Belen Ruggiero," 1,094,500 ",26/3/2020
Clayton Chapel," 940,837 ",27/3/2020
Lavern Malone," 1,184,578 ",27/3/2020
Sean Lamberson," 1,020,280 ",27/3/2020
Serina Ballantyne," 1,157,352 ",27/3/2020
Bettina Panetta," 821,168 ",27/3/2020
Lisa Klingbeil," 1,082,194 ",27/3/2020
Aaron Killingsworth," 874,816 ",27/3/2020
Miriam Cadena," 819,216 ",27/3/2020
Lois Meadors," 145,230 ",27/3/2020
Sean Lamberson," 1,270,073 ",27/3/2020
Meg Isabell," 11,363 ",27/3/2020
Birdie Fleischman," 1,378,879 ",27/3/2020
Collin Millsap," 424,049 ",27/3/2020
Stanley Margolin," 1,275,204 ",27/3/2020
Vera Mckamie," 34,476 ",27/3/2020
Sue Raffa," 263,480 ",27/3/2020
Glayds Brunt," 438,776 ",27/3/2020
Geri Guan," 772,688 ",27/3/2020
Marita Hintz," 1,188,660 ",27/3/2020
Rocky Larocque," 487,606 ",27/3/2020
Ilona Langlois," 520,983 ",27/3/2020
Tayna Kallas," 359,407 ",27/3/2020
Karlene Tuff," 594,890 ",27/3/2020
Anderson Ojeda," 214,915 ",27/3/2020
Lisa Klingbeil," 196,992 ",27/3/2020
Fabian Gamez," 495,578 ",27/3/2020
Earnest Carson," 1,196,947 ",27/3/2020
Alexa Seitz," 44,415 ",28/3/2020
Lizzette Baumer," 1,389,732 ",28/3/2020
Lilia Despres," 1,071,043 ",28/3/2020
Chastity Immel," 807,140 ",28/3/2020
Margene Walden," 141,717 ",28/3/2020
Gita Westberg," 1,361,246 ",28/3/2020
Tyisha Ahumada," 1,084,846 ",28/3/2020
Ahmad Karlin," 1,212,934 ",28/3/2020
Paige Bain," 190,459 ",28/3/2020
Madalyn Unsworth," 919,923 ",28/3/2020
Hildegarde Rench," 726,054 ",28/3/2020
Allyson Ancheta," 1,148,770 ",28/3/2020
Clorinda Cayetano," 312,887 ",28/3/2020
Clayton Chapel," 660,539 ",28/3/2020
Tabetha Cressey," 1,478,120 ",28/3/2020
Herta Weidner," 1,290,507 ",28/3/2020
Gilberto Spicer," 25,565 ",28/3/2020
Christen Mcchesney," 539,289 ",28/3/2020
Lyman Mcgarry," 1,415,462 ",28/3/2020
Dustin Coyne," 1,369,432 ",28/3/2020
Dustin Coyne," 1,189,811 ",28/3/2020
Tamara Marcinek," 1,362,819 ",28/3/2020
Nickie Shott," 418,531 ",28/3/2020
Lorna Kliebert," 642,698 ",28/3/2020
Linnea Molton," 191,258 ",28/3/2020
Ruthie Poe," 896,864 ",28/3/2020
Hugo Nardone," 1,418,160 ",28/3/2020
Latisha Swink," 45,080 ",28/3/2020
Dewey Zalewski," 1,381,598 ",28/3/2020
Ozie Simerly," 103,042 ",28/3/2020
Valentine Switzer," 199,595 ",28/3/2020
Liane Hankinson," 1,146,811 ",28/3/2020
Buford Truss," 1,064,687 ",28/3/2020
Olene Reitz," 1,040,542 ",28/3/2020
Serita Pederson," 364,474 ",28/3/2020
Tomika Hedberg," 909,226 ",28/3/2020
Alison Cordell," 1,364,901 ",29/3/2020
Wendell Ginsburg," 825,292 ",29/3/2020
Frederica Powe," 1,252,831 ",29/3/2020
Jude Bourland," 333,877 ",29/3/2020
Judie Pocock," 777,100 ",29/3/2020
Hester Mazzariello," 1,364,901 ",29/3/2020
Farah Munsterman," 452,801 ",29/3/2020
Lanette Buckingham," 143,464 ",29/3/2020
Antony Fett," 697,111 ",29/3/2020
Nannie Dyment," 170,983 ",29/3/2020
Leeanna Link," 354,266 ",29/3/2020
Hilaria Ashmore," 1,454,225 ",29/3/2020
Karena Paiva," 594,522 ",29/3/2020
Tomeka Matsuda," 1,164,163 ",29/3/2020
Parker Gebhart," 125,560 ",29/3/2020
Ozie Simerly," 847,896 ",29/3/2020
Linnea Molton," 1,268,333 ",29/3/2020
Elvie Plumber," 390,380 ",29/3/2020
Corine Shepherd," 431,876 ",29/3/2020
Shayla Jacobi," 1,349,675 ",29/3/2020
Neda Parise," 1,129,840 ",29/3/2020
Rodger Steere," 54,539 ",29/3/2020
Naida Ostby," 1,027,399 ",29/3/2020
Dustin Coyne," 392,659 ",29/3/2020
Faustina Quesenberry," 37,690 ",29/3/2020
Lanette Buckingham," 1,142,462 ",29/3/2020
Shae Buggs," 355,123 ",29/3/2020
Julie Giesen," 1,131,453 ",29/3/2020
Sha Middlebrooks," 845,310 ",29/3/2020
Kasi Register," 1,266,713 ",29/3/2020
Crissy Windsor," 1,486,592 ",30/3/2020
Delphine Teague," 962,465 ",30/3/2020
Dustin Coyne," 1,239,234 ",30/3/2020
Clorinda Cayetano," 230,439 ",30/3/2020
Denice Bustamante," 539,052 ",30/3/2020
Guadalupe Marone," 421,204 ",30/3/2020
Ahmad Karlin," 373,497 ",30/3/2020
Dominque Carney," 1,362,077 ",30/3/2020
Dorcas Oakley," 315,897 ",30/3/2020
Deangelo Ricci," 748,188 ",30/3/2020
Thomasina Betances," 542,390 ",30/3/2020
Kia Ureno," 337,677 ",30/3/2020
Jeramy Hagwood," 1,243,903 ",30/3/2020
Eladia Board," 469,921 ",30/3/2020
Bobbye Mccraney," 223,653 ",30/3/2020
Ruthie Poe," 136,800 ",30/3/2020
Mirtha Shrout," 429,534 ",30/3/2020
Terina Lopinto," 317,362 ",30/3/2020
Wynona Palmieri," 271,004 ",30/3/2020
Ronni Alberson," 675,559 ",30/3/2020
Jung Irion," 1,099,547 ",30/3/2020
Nerissa Vanatta," 272,712 ",30/3/2020
Divina Nix," 558,343 ",1/4/2020
Williams Leno," 502,289 ",1/4/2020
Judie Pocock," 1,217,999 ",1/4/2020
Georgine Aigner," 651,050 ",1/4/2020
Noe Lamotte," 465,724 ",1/4/2020
Zandra Feather," 238,570 ",1/4/2020
Sarita Cripe," 467,000 ",1/4/2020
Glynis Kunz," 1,011,721 ",1/4/2020
Ilona Langlois," 74,549 ",1/4/2020
Jung Irion," 1,281,437 ",1/4/2020
Hugo Nardone," 403,918 ",1/4/2020
Melody Bouffard," 1,105,405 ",1/4/2020
Wendell Ginsburg," 1,294,696 ",1/4/2020
Sean Lamberson," 11,892 ",1/4/2020
Rocco Prichard," 201,385 ",1/4/2020
Toni Mullen," 1,047,142 ",1/4/2020
Yoshie Kies," 741,386 ",1/4/2020
Silvia Hauge," 1,073,605 ",1/4/2020
Benedict Blumberg," 1,119,980 ",1/4/2020
Silvia Hauge," 886,209 ",1/4/2020
Latisha Swink," 495,107 ",1/4/2020
Teresita Prouty," 812,296 ",1/4/2020
Harriett Dauenhauer," 20,705 ",1/4/2020
Charisse Orman," 790,779 ",1/4/2020
Eunice Barriere," 1,324,095 ",1/4/2020
Jere Rascoe," 114,929 ",1/4/2020
Collin Millsap," 1,275,255 ",1/4/2020
Herta Weidner," 489,727 ",1/4/2020
Clementina Olds," 527,816 ",2/4/2020
Evelyn Bonneau," 1,024,641 ",2/4/2020
Ria Lightbody," 1,339,503 ",2/4/2020
Colby Vereen," 1,039,332 ",2/4/2020
Josefina Schranz," 982,586 ",2/4/2020
Kiley Stancill," 1,070,362 ",2/4/2020
Dollie Seymour," 1,384,682 ",2/4/2020
Celeste Pricer," 614,035 ",2/4/2020
Arlinda Cogdill," 526,947 ",2/4/2020
Leland Kubota," 161,874 ",2/4/2020
Leonore Degreenia," 382,851 ",2/4/2020
Aundrea Bakker," 244,808 ",2/4/2020
Brunilda Ehrhardt," 1,438,380 ",2/4/2020
Aline Wirth," 469,078 ",2/4/2020
Samella Dively," 1,370,822 ",2/4/2020
Delicia Symes," 26,854 ",2/4/2020
Jerrod Lemonds," 378,883 ",2/4/2020
Davida Barsky," 758,775 ",2/4/2020
Marilyn Eiler," 138,933 ",2/4/2020
Muoi Schendel," 699,458 ",2/4/2020
Brendan Acton," 176,625 ",2/4/2020
Donny Mailhot," 685,346 ",2/4/2020
Winnifred Strebel," 155,372 ",2/4/2020
Tabetha Cressey," 331,414 ",2/4/2020
Trudy Hennis," 56,588 ",3/4/2020
Vina Gascon," 171,767 ",3/4/2020
Leo Torrain," 465,512 ",3/4/2020
Hyacinth Guiney," 78,680 ",3/4/2020
Mee Riggleman," 107,041 ",3/4/2020
Keiko Krahn," 1,150,624 ",3/4/2020
Kathrin Fuller," 56,436 ",3/4/2020
Rosette Hackler," 319,649 ",3/4/2020
Latisha Swink," 811,624 ",3/4/2020
Zenaida Israel," 1,025,375 ",3/4/2020
Shawnna Whitley," 1,208,445 ",3/4/2020
Stephani Eisenmann," 462,993 ",3/4/2020
Valentine Switzer," 975,507 ",3/4/2020
Criselda Dublin," 1,207,680 ",3/4/2020
Antony Fett," 617,978 ",3/4/2020
Tyron Brackett," 1,117,078 ",3/4/2020
Leticia Michelsen," 59,078 ",3/4/2020
Patti Boeke," 46,459 ",3/4/2020
Vera Mckamie," 550,284 ",3/4/2020
Nelly Mclain," 871,558 ",3/4/2020
Lulu Mannino," 982,517 ",3/4/2020
Harland Greenspan," 1,242,589 ",3/4/2020
Felicitas Pine," 1,176,534 ",3/4/2020
Sean Heckman," 330,430 ",3/4/2020
Criselda Dublin," 514,114 ",3/4/2020
Izola Adams," 77,808 ",3/4/2020
Frederica Powe," 1,095,362 ",3/4/2020
Shae Buggs," 975,823 ",3/4/2020
Lauren Stephenson," 8,724 ",3/4/2020
Josefina Schranz," 243,699 ",3/4/2020
Susanna Brandes," 319,103 ",3/4/2020
Melody Bouffard," 1,168,008 ",3/4/2020
Lizzette Baumer," 954,211 ",3/4/2020
Lakeesha Ruis," 832,484 ",3/4/2020
Shanta Ramerez," 815,949 ",3/4/2020
Lelia Secord," 277,572 ",3/4/2020
Wendell Ginsburg," 306,794 ",3/4/2020
Rocco Prichard," 226,043 ",3/4/2020
Latina Terry," 383,941 ",4/4/2020
Angelic Flury," 588,358 ",4/4/2020
Tabetha Cressey," 1,161,775 ",4/4/2020
Hoyt Saner," 754,646 ",4/4/2020
Octavia Gitlin," 465,567 ",4/4/2020
Tyisha Ahumada," 767,450 ",4/4/2020
Mabelle Lafleur," 48,894 ",4/4/2020
Erica Packett," 384,289 ",4/4/2020
Dori Gamble," 1,384,766 ",4/4/2020
Palma Strasser," 552,772 ",4/4/2020
Benedict Blumberg," 366,369 ",4/4/2020
Chrystal Cephas," 334,247 ",4/4/2020
Tory Martin," 653,273 ",4/4/2020
Kathrin Fuller," 313,357 ",4/4/2020
Ozie Simerly," 252,455 ",4/4/2020
Anastacia Groseclose," 172,926 ",4/4/2020
Luigi Bevins," 601,528 ",4/4/2020
Madalyn Unsworth," 254,261 ",4/4/2020
Ardath Albro," 72,163 ",4/4/2020
Anderson Mcray," 232,529 ",4/4/2020
Lorna Kliebert," 1,419,213 ",4/4/2020
Buford Truss," 1,406,600 ",4/4/2020
Nickie Shott," 702,720 ",4/4/2020
Allene Hone," 824,182 ",4/4/2020
Loida Tartaglia," 1,267,654 ",4/4/2020
Miriam Cadena," 284,201 ",4/4/2020
Ranee Gulino," 882,797 ",4/4/2020
Denisha Ogden," 659,199 ",4/4/2020
Yoshie Kies," 462,032 ",4/4/2020
Hugo Nardone," 187,515 ",4/4/2020
Treena Barna," 830,986 ",4/4/2020
Harriett Dauenhauer," 320,272 ",4/4/2020
Yukiko Post," 326,845 ",4/4/2020
Stuart Gabor," 307,900 ",4/4/2020
Bennie Frei," 692,720 ",4/4/2020
Jere Rascoe," 1,425,142 ",4/4/2020
Franklin Ricciardi," 221,808 ",4/4/2020
Alvin Riggie," 1,284,878 ",4/4/2020
Breanne Prentiss," 586,142 ",5/4/2020
Luise Current," 380,284 ",5/4/2020
Cara Witherow," 1,090,707 ",5/4/2020
Rima Glaspie," 656,024 ",5/4/2020
Basilia Janco," 984,484 ",5/4/2020
Agripina Matteo," 386,382 ",5/4/2020
Karlene Tuff," 367,805 ",5/4/2020
Hugo Nardone," 1,373,866 ",5/4/2020
Vera Mckamie," 1,196,461 ",5/4/2020
Jeramy Hagwood," 49,733 ",5/4/2020
Tonja Pierpont," 1,042,749 ",5/4/2020
Leann Bowen," 702,845 ",5/4/2020
Gilberto Spicer," 234,567 ",5/4/2020
Geoffrey Jorstad," 128,686 ",5/4/2020
Clorinda Cayetano," 624,807 ",5/4/2020
Loan Puryear," 847,462 ",5/4/2020
Kami Saliba," 1,009,647 ",5/4/2020
Yuri Beltran," 1,153,131 ",5/4/2020
Latisha Swink," 453,092 ",5/4/2020
Kallie Penrod," 1,163,153 ",5/4/2020
Zenaida Israel," 1,208,609 ",5/4/2020
Alan Tee," 1,053,467 ",5/4/2020
Josiah Motta," 1,443,865 ",5/4/2020
Dortha Kearns," 1,087,730 ",5/4/2020
Lavern Malone," 174,946 ",5/4/2020
Corinne Wingerter," 914,034 ",5/4/2020
Frankie Argento," 827,039 ",5/4/2020
Danyel Ervin," 11,327 ",5/4/2020
Valentine Switzer," 1,421,576 ",5/4/2020
Rosette Hackler," 318,448 ",5/4/2020
Frankie Argento," 61,005 ",5/4/2020
Isiah Delaughter," 74,587 ",6/4/2020
Kiersten Mannion," 1,326,803 ",6/4/2020
Felicitas Pine," 358,137 ",6/4/2020
Stormy Edberg," 171,650 ",6/4/2020
Nannie Dyment," 1,268,316 ",6/4/2020
Golden Wallen," 137,250 ",6/4/2020
Dorian Fenstermacher," 907,949 ",6/4/2020
Betsy Meserve," 771,082 ",6/4/2020
Michell Corrigan," 620,876 ",6/4/2020
Shawnna Whitley," 1,057,425 ",6/4/2020
Jude Bourland," 571,508 ",6/4/2020
Odessa Meaney," 998,624 ",6/4/2020
Denisha Ogden," 907,382 ",6/4/2020
Paulene Wunderlich," 164,779 ",6/4/2020
Joey Doris," 172,721 ",6/4/2020
Ilona Langlois," 241,463 ",6/4/2020
Rubi Perro," 882,323 ",6/4/2020
Susannah Watkin," 685,662 ",6/4/2020
Jerome Leeman," 216,441 ",6/4/2020
Odessa Franz," 1,379,193 ",6/4/2020
Ria Lightbody," 549,217 ",6/4/2020
Samatha Lair," 608,506 ",6/4/2020
Allyson Ancheta," 550,159 ",7/4/2020
Brianne Seybold," 1,044,466 ",7/4/2020
Chet Pitts," 748,759 ",7/4/2020
Karlene Tuff," 1,436,048 ",7/4/2020
Madie Nevels," 38,459 ",7/4/2020
Collin Millsap," 93,265 ",7/4/2020
Odessa Franz," 211,330 ",7/4/2020
Patty Minardi," 763,669 ",7/4/2020
Jacob Pitcock," 357,458 ",7/4/2020
Nanci Walburn," 695,007 ",7/4/2020
Dortha Kearns," 619,818 ",7/4/2020
Charisse Orman," 418,884 ",7/4/2020
Grace Febus," 1,250,921 ",7/4/2020
Deangelo Ricci," 173,276 ",7/4/2020
Kiersten Mannion," 1,310,439 ",7/4/2020
Lorri Trevizo," 802,710 ",7/4/2020
Kacy Warren," 993,534 ",7/4/2020
Gita Westberg," 217,270 ",7/4/2020
Golden Wallen," 222,420 ",7/4/2020
Jerrod Lemonds," 576,691 ",7/4/2020
Erin Mcmurtrie," 1,396,644 ",7/4/2020
Teresita Prouty," 1,120,512 ",7/4/2020
Bennie Krom," 1,342,960 ",7/4/2020
Dori Gamble," 479,932 ",7/4/2020
Luigi Bevins," 1,356,129 ",7/4/2020
Kasi Register," 265,674 ",7/4/2020
Cyrstal Dempsey," 934,832 ",7/4/2020
Brandi Organ," 387,475 ",7/4/2020
Nisha Bynoe," 717,602 ",7/4/2020
Zola Gaus," 1,093,816 ",7/4/2020
Stormy Edberg," 1,091,487 ",7/4/2020
Elijah Reuss," 452,456 ",7/4/2020
Nickie Shott," 1,190,986 ",7/4/2020
Miyoko Pilot," 1,155,957 ",7/4/2020
Leandra Tank," 223,187 ",7/4/2020
Chet Pitts," 25,409 ",7/4/2020
Yukiko Post," 1,021,510 ",7/4/2020
